,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
10,1975,Chainlink,LINK,chainlink,1927,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-02-16T10:44:00.000Z,19.036715685934873,276195643.75564367,-33.8381,0.22264919,-0.6027367,1.40848481,-21.42579227,-30.21922187,29.82472566,12147327716.713142,0.3764,19036715685.93,,2025-02-16T10:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-02-16 02:45:24.686742
11,512,Stellar,XLM,stellar,676,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30613002948.184055,50001786894.450165,False,,12,,,,2025-02-16T10:43:00.000Z,0.3452136795283568,192068379.3225648,-47.6862,-0.21467956,-3.3737743,5.15748933,-28.9014235,-20.29899293,44.45687423,10568027389.155052,0.3275,17261307712.64,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:24.686742
12,5805,Avalanche,AVAX,avalanche,864,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,413649156.18348026,450318656.18348026,False,,13,,,,2025-02-16T10:43:00.000Z,25.351726047767734,201914633.19742376,-34.5916,-0.1647927,-3.22222399,0.15187847,-38.67969664,-45.62907493,-29.01692085,10486720087.45388,0.325,18145465443.13,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:24.686742
13,20947,Sui,SUI,sui,554,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3089707194.508888,10000000000.0,False,,14,3089707194.508888,10433021183.788197,,2025-02-16T10:43:00.000Z,3.376702233250467,527100947.923892,-43.4472,0.23691238,-2.56695338,8.35606765,-30.33870415,-25.45579276,-10.15311985,10433021183.788197,0.3233,33767022332.5,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:24.686742
14,2,Litecoin,LTC,litecoin,1315,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'heco-ecosystem', 'layer-1', '2017-2018-alt-season', 'hoo-smart-chain-ecosystem', 'made-in-america']",84000000.0,75538768.3040892,84000000.0,False,,15,,,,2025-02-16T10:43:00.000Z,132.2903079154249,1484446945.807605,11.4887,0.23834923,0.0416019,24.19808162,-4.22748178,10.72941575,44.88120348,9993046918.499899,0.3097,11112385864.9,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:24.686742
0,1,Bitcoin,BTC,bitcoin,11941,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19825068.0,19825068.0,False,,1,,,,2025-02-16T10:43:00.000Z,97262.5557985567,15928401914.134153,-47.7012,-0.03511217,-0.30126593,0.38884239,-4.95966265,-6.81032095,5.75773708,1928236782560.181,59.7559,2042513671769.69,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
1,1027,Ethereum,ETH,ethereum,9931,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120552658.84890571,120552658.84890571,True,,2,,,,2025-02-16T10:43:00.000Z,2703.056571597154,10241931160.916178,-36.8558,-0.02348541,-0.06711479,1.33911028,-20.99342191,-30.12499003,-13.42367514,325860656725.0444,10.0984,325860656725.04,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
2,52,XRP,XRP,xrp,1533,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57818864895.0,99986451428.0,False,,3,,,,2025-02-16T10:43:00.000Z,2.753637622457665,3793276640.3607097,-47.2068,0.00036988,-1.7782397,11.60987623,-16.2392842,8.98775326,141.53283436,159212201662.66873,4.934,275363762245.77,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
3,825,Tether USDt,USDT,tether,116847,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,141996505143.64334,143566824829.4212,True,,4,,,,2025-02-16T10:43:00.000Z,1.000058205049951,45322765103.1696,-40.2551,-0.00028277,-0.01873549,-0.03185839,0.03456236,0.03583129,-0.01109924,142004770057.31808,4.4004,143575181143.63,,2025-02-16T10:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-02-16 02:45:35.121473
4,1839,BNB,BNB,bnb,2361,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142477611.8,142477611.8,False,,5,,,,2025-02-16T10:44:00.000Z,668.4921508006338,1779029404.9927118,-15.9689,1.77349902,1.84467957,4.86862697,-7.46208566,-6.58138339,7.1900723,95245165153.11977,2.9514,95245165153.12,,2025-02-16T10:44:00.000Z,,,,,,2025-02-16 02:45:35.121473
5,5426,Solana,SOL,solana,840,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,488388430.9241033,594228968.4045972,True,,6,,,,2025-02-16T10:43:00.000Z,193.40563055211615,1565256728.7247007,-56.053,0.08827488,-0.54189163,-4.35661963,-10.81122126,-10.82188087,-21.84064485,94457072437.23483,2.927,114927228326.62,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
6,3408,USDC,USDC,usd-coin,25716,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america']",,56444973547.97198,56444973547.97198,False,,7,,,,2025-02-16T10:43:00.000Z,0.9999881009138948,4056596633.319909,-57.7496,0.00707555,-0.01435664,-0.02965683,0.00100533,0.01408936,-0.00969369,56444301904.37152,1.7495,56444301904.37,,2025-02-16T10:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-02-16 02:45:35.121473
7,74,Dogecoin,DOGE,dogecoin,1163,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148068376383.70526,148068376383.70526,True,,8,,,,2025-02-16T10:43:00.000Z,0.27052865572141094,1261659648.8123183,-46.2854,0.020674,-2.88895341,5.25728279,-34.68350101,-29.9817932,-27.45391984,40056738817.93569,1.2413,40056738817.94,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
8,2010,Cardano,ADA,cardano,1460,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america']",45000000000.0,35201193525.86875,44994975100.72033,False,,9,,,,2025-02-16T10:43:00.000Z,0.7792297481651919,453388348.1070743,-35.2096,0.16044705,-2.31075143,10.76440253,-30.56527981,-24.76511296,2.50567125,27429817166.27689,0.85,35065338667.43,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
9,1958,TRON,TRX,tron,1118,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem']",,86096013200.62,86096017623.55037,True,,10,,,,2025-02-16T10:43:00.000Z,0.23843345492402557,399467034.79986537,-16.1214,-0.32005263,2.45298263,1.25306396,-3.54893456,-12.63692446,17.48640836,20528169882.608337,0.6362,20528170937.18,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
10,1975,Chainlink,LINK,chainlink,1927,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america']",,638099970.4527867,1000000000.0,False,,11,,,,2025-02-16T10:44:00.000Z,19.036715685934873,276195643.75564367,-33.8381,0.22264919,-0.6027367,1.40848481,-21.42579227,-30.21922187,29.82472566,12147327716.713142,0.3764,19036715685.93,,2025-02-16T10:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-02-16 02:45:35.121473
11,512,Stellar,XLM,stellar,676,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30613002948.184055,50001786894.450165,False,,12,,,,2025-02-16T10:43:00.000Z,0.3452136795283568,192068379.3225648,-47.6862,-0.21467956,-3.3737743,5.15748933,-28.9014235,-20.29899293,44.45687423,10568027389.155052,0.3275,17261307712.64,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
12,5805,Avalanche,AVAX,avalanche,864,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,413649156.18348026,450318656.18348026,False,,13,,,,2025-02-16T10:43:00.000Z,25.351726047767734,201914633.19742376,-34.5916,-0.1647927,-3.22222399,0.15187847,-38.67969664,-45.62907493,-29.01692085,10486720087.45388,0.325,18145465443.13,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
13,20947,Sui,SUI,sui,554,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3089707194.508888,10000000000.0,False,,14,3089707194.508888,10433021183.788197,,2025-02-16T10:43:00.000Z,3.376702233250467,527100947.923892,-43.4472,0.23691238,-2.56695338,8.35606765,-30.33870415,-25.45579276,-10.15311985,10433021183.788197,0.3233,33767022332.5,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
14,2,Litecoin,LTC,litecoin,1315,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'heco-ecosystem', 'layer-1', '2017-2018-alt-season', 'hoo-smart-chain-ecosystem', 'made-in-america']",84000000.0,75538768.3040892,84000000.0,False,,15,,,,2025-02-16T10:43:00.000Z,132.2903079154249,1484446945.807605,11.4887,0.23834923,0.0416019,24.19808162,-4.22748178,10.72941575,44.88120348,9993046918.499899,0.3097,11112385864.9,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:35.121473
0,1,Bitcoin,BTC,bitcoin,11941,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19825068.0,19825068.0,False,,1,,,,2025-02-16T10:43:00.000Z,97262.5557985567,15928401914.134153,-47.7012,-0.03511217,-0.30126593,0.38884239,-4.95966265,-6.81032095,5.75773708,1928236782560.181,59.7559,2042513671769.69,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:45.593954
1,1027,Ethereum,ETH,ethereum,9931,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem']",,120552658.84890571,120552658.84890571,True,,2,,,,2025-02-16T10:43:00.000Z,2703.056571597154,10241931160.916178,-36.8558,-0.02348541,-0.06711479,1.33911028,-20.99342191,-30.12499003,-13.42367514,325860656725.0444,10.0984,325860656725.04,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:45.593954
2,52,XRP,XRP,xrp,1533,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america']",100000000000.0,57818864895.0,99986451428.0,False,,3,,,,2025-02-16T10:43:00.000Z,2.753637622457665,3793276640.3607097,-47.2068,0.00036988,-1.7782397,11.60987623,-16.2392842,8.98775326,141.53283436,159212201662.66873,4.934,275363762245.77,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:45.593954
3,825,Tether USDt,USDT,tether,116847,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem']",,141996505143.64334,143566824829.4212,True,,4,,,,2025-02-16T10:43:00.000Z,1.000058205049951,45322765103.1696,-40.2551,-0.00028277,-0.01873549,-0.03185839,0.03456236,0.03583129,-0.01109924,142004770057.31808,4.4004,143575181143.63,,2025-02-16T10:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-02-16 02:45:45.593954
4,1839,BNB,BNB,bnb,2361,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142477611.8,142477611.8,False,,5,,,,2025-02-16T10:44:00.000Z,668.4921508006338,1779029404.9927118,-15.9689,1.77349902,1.84467957,4.86862697,-7.46208566,-6.58138339,7.1900723,95245165153.11977,2.9514,95245165153.12,,2025-02-16T10:44:00.000Z,,,,,,2025-02-16 02:45:45.593954
5,5426,Solana,SOL,solana,840,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america']",,488388430.9241033,594228968.4045972,True,,6,,,,2025-02-16T10:43:00.000Z,193.40563055211615,1565256728.7247007,-56.053,0.08827488,-0.54189163,-4.35661963,-10.81122126,-10.82188087,-21.84064485,94457072437.23483,2.927,114927228326.62,,2025-02-16T10:43:00.000Z,,,,,,2025-02-16 02:45:45.593954
